# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_02000194	beef brisket flat half (boneless, raw)
FOODON_02000195	beef brisket point half
FOODON_02000196	beef brisket point half (raw)
FOODON_02000197	beef shank
FOODON_02000198	beef shank (raw)
FOODON_02000199	beef shank cross-cut
FOODON_02000200	beef shank cross-cut (raw)
FOODON_02000201	beef shank center cut
FOODON_02000202	beef shank center cut (raw)
FOODON_02000203	beef rib
FOODON_02000204	beef rib (raw)
FOODON_02000205	beef ribeye roll (lip on)
FOODON_02000206	beef ribeye roll (lip on, raw)
FOODON_02000207	beef ribeye roast
FOODON_02000208	beef ribeye roast (raw)
FOODON_02000209	beef ribeye steak
FOODON_02000210	beef ribeye steak (raw)
FOODON_02000211	beef ribeye roll
FOODON_02000212	beef ribeye roll (raw)
FOODON_02000213	beef ribeye petite roast
FOODON_02000214	beef ribeye petite roast (raw)
FOODON_02000215	beef ribeye fillet
FOODON_02000216	beef ribeye fillet (raw)
FOODON_02000217	beef ribeye cap steak
FOODON_02000218	beef ribeye cap steak (raw)
FOODON_02000219	beef ribeye cap roll
FOODON_02000220	beef ribeye cap roll (raw)
FOODON_02000221	beef rib sub-primal
FOODON_02000222	beef rib sub-primal (raw)
FOODON_02000223	beef short rib (raw)
FOODON_02000224	beef back rib
FOODON_02000225	beef back rib (raw)
FOODON_02000226	beef rib steak
FOODON_02000227	beef rib steak (raw)
FOODON_02000228	beef prime rib roast (raw)
FOODON_02000229	beef small end rib roast
FOODON_02000230	beef small end rib roast (raw)
FOODON_02000231	beef large end rib roast
FOODON_02000232	beef large end rib roast (raw)
FOODON_02000233	beef cowboy steak
FOODON_02000234	beef cowboy steak (raw)
FOODON_02000235	beef tomahawk steak
FOODON_02000236	beef tomahawk steak (raw)
FOODON_02000237	beef rib finger
FOODON_02000238	beef rib finger (raw)
FOODON_02000239	lamb shoulder
FOODON_02000240	lamb shoulder (raw)
FOODON_02000241	lamb shoulder blade
FOODON_02000242	lamb shoulder blade (raw)
FOODON_02000243	lamb shoulder blade roast
FOODON_02000244	lamb shoulder blade roast (raw)
FOODON_02000245	lamb shoulder blade chop
FOODON_02000246	lamb shoulder blade chop (raw)
FOODON_02000247	lamb shoulder arm
FOODON_02000248	lamb shoulder arm (raw)
FOODON_02000249	lamb shoulder arm roast
FOODON_02000250	lamb shoulder arm roast (raw)
FOODON_02000251	lamb shoulder arm chop
FOODON_02000252	lamb shoulder arm chop (raw)
FOODON_02000253	lamb leg
FOODON_02000254	lamb leg (raw)
FOODON_02000255	lamb leg (boneless)
FOODON_02000256	lamb shank half
FOODON_02000257	lamb shank half (raw)
FOODON_02000258	lamb sirloin half
FOODON_02000259	lamb sirloin half (raw)
FOODON_02000260	lamb sirloin half (shank off, semi-boneless)
FOODON_02000261	lamb sirloin half (shank off, semi-boneless, raw)
FOODON_02000262	lamb leg bottom
FOODON_02000263	lamb leg top
FOODON_02000264	lamb sirloin chop
FOODON_02000265	lamb sirloin chop (raw)
FOODON_02000266	lamb sirloin chop (boneless)
FOODON_02000267	lamb sirloin chop (boneless, raw)
FOODON_02000268	leg of lamb
FOODON_02000269	leg of lamb (raw)
FOODON_02000270	leg of lamb center cut
FOODON_02000271	leg of lamb center cut (raw)
FOODON_02000272	lamb rib
FOODON_02000273	lamb rib (raw)
FOODON_02000274	lamb breast
FOODON_02000275	lamb foreshank
FOODON_02000276	lamb foreshank (raw)
FOODON_02000277	lamb loin
FOODON_02000278	lamb loin (raw)
FOODON_02000279	lamb tenderloin
FOODON_02000280	lamb tenderloin (raw)
FOODON_02000281	pork belly
FOODON_02000282	pork belly (raw)
FOODON_02000283	pork leg
FOODON_02000284	pork leg (raw)
FOODON_02000285	pork leg sirloin half
FOODON_02000286	pork leg sirloin half (raw)
FOODON_02000287	pork leg shank half
FOODON_02000288	pork leg shank half (raw)
FOODON_02000289	pork loin (raw)
FOODON_02000290	pork loin blade chop
FOODON_02000291	pork loin blade chop (raw)
FOODON_02000292	pork loin blade roast
FOODON_02000293	pork loin blade roast (raw)
FOODON_02000294	porterhouse chop
FOODON_02000295	porterhouse chop (raw)
FOODON_02000296	ribeye chop
FOODON_02000297	ribeye chop (raw)
FOODON_02000298	ribeye roast
FOODON_02000299	ribeye roast (raw)
FOODON_02000300	pork sirloin chop
FOODON_02000301	pork sirloin chop (raw)
FOODON_02000302	pork sirloin chop (boneless)
FOODON_02000303	pork sirloin chop (boneless, raw)
FOODON_02000304	pork sirloin roast
FOODON_02000305	pork sirloin roast (raw)
FOODON_02000306	pork tenderloin
FOODON_02000307	New York chop (boneless)
FOODON_02000308	New York chop (boneless, raw)
FOODON_02000309	New York roast (boneless)
FOODON_02000310	New York roast (boneless, raw)
FOODON_02000311	pork loin country-style ribs
FOODON_02000312	pork loin country-style ribs (raw)
FOODON_02000313	pork loin country-style ribs (boneless)
FOODON_02000314	pork loin country-style ribs (boneless, raw)
FOODON_02000315	pork loin back ribs
FOODON_02000316	pork loin back ribs (raw)
FOODON_02000317	pork leg center slice
FOODON_02000318	pork leg center slice (raw)
FOODON_02000319	pork leg center slice (cured, raw)
FOODON_02000320	pork spareribs
FOODON_02000321	pork spareribs (raw)
FOODON_02000322	pork shoulder
FOODON_02000323	pork shoulder (boneless)
FOODON_02000324	pork picnic
FOODON_02000325	pork picnic (raw)
FOODON_02000326	pork arm roast
FOODON_02000327	pork arm roast (raw)
FOODON_02000328	pork shoulder blade
FOODON_02000329	pork shoulder blade (raw)
FOODON_02000330	pork butt steak
FOODON_02000331	pork butt steak (raw)
FOODON_02000332	pork sirloin tip
FOODON_02000333	pork sirloin tip (raw)
FOODON_02000334	pork sirloin tip roast
FOODON_02000335	pork sirloin tip roast (raw)
FOODON_02000336	pork leg cap steak
FOODON_02000337	pork leg cap steak (raw)
FOODON_02000338	pork petite tender
FOODON_02000339	pork petite tender (raw)
FOODON_02000340	pork brisket point
FOODON_02000341	pork brisket point (raw)
FOODON_02000342	leaf lard
FOODON_02000343	leaf lard (raw)
FOODON_02000344	pork jowl
FOODON_02000345	pork jowl (raw)
FOODON_02000346	veal leg
FOODON_02000347	veal leg (raw)
FOODON_02000348	veal top round
FOODON_02000349	veal top round (raw)
FOODON_02000350	veal hindshank
FOODON_02000351	veal hindshank (raw)
FOODON_02000352	veal loin
FOODON_02000353	veal loin (raw)
FOODON_02000354	veal rib
FOODON_02000355	veal rib (raw)
FOODON_02000356	veal rib roast
FOODON_02000357	veal rib roast (raw)
FOODON_02000358	veal breast
FOODON_02000359	veal breast (raw)
FOODON_02000360	veal breast (boneless)
FOODON_02000361	veal breast (boneless, raw)
FOODON_02000362	veal foreshank
FOODON_02000363	veal foreshank (raw)
FOODON_02000364	veal sirloin
FOODON_02000365	veal sirloin (raw)
FOODON_02000366	veal shoulder
FOODON_02000367	veal shoulder (raw)
FOODON_02000368	veal shoulder blade
FOODON_02000369	veal shoulder blade (raw)
FOODON_02000370	veal shoulder arm
FOODON_02000371	veal shoulder arm (raw)
FOODON_02000372	emu fan fillet
FOODON_02000373	emu fan fillet (raw)
FOODON_02000374	emu flat fillet
FOODON_02000375	emu flat fillet (raw)
FOODON_02000376	emu full rump
FOODON_02000377	emu inside drum
FOODON_02000378	emu outside drum
FOODON_02000379	emu oyster
FOODON_02000380	emu oyster (raw)
FOODON_02000381	ostrich fan fillet
FOODON_02000382	ostrich fan fillet (raw)
FOODON_02000383	ostrich inside leg
FOODON_02000384	ostrich inside leg (raw)
FOODON_02000385	ostrich oyster
FOODON_02000386	ostrich oyster (raw)
FOODON_02000387	ostrich outside leg
FOODON_02000388	ostrich outside leg (raw)
FOODON_02000389	ostrich inside strip
FOODON_02000390	ostrich inside strip (raw)
FOODON_02000391	ostrich outside strip
FOODON_02000392	ostrich outside strip (raw)
FOODON_02000393	ostrich tip
FOODON_02000394	ostrich tip (raw)
FOODON_02000395	ostrich outside thigh
FOODON_02000396	ostrich outside thigh (raw)
FOODON_02000397	ostrich top strip
FOODON_02000398	ostrich top strip (raw)
FOODON_02000399	elk eye of round roast
FOODON_02000400	elk eye of round roast (raw)
FOODON_02000401	beef porterhouse steak (raw)
FOODON_02000402	beef tenderloin (raw)
FOODON_02000403	piece of beef
FOODON_02000405	piece of beef (boneless)
FOODON_02000406	piece of beef (cubed)
FOODON_02000407	piece of beef (cubed, raw)
FOODON_02000408	piece of beef (with bone)
FOODON_02000409	piece of beef (with bone, raw)
FOODON_02000410	piece of beef (deboned)
FOODON_02000411	piece of beef (mechanically deboned)
FOODON_02000412	piece(s) of beef
FOODON_02000413	piece(s) of beef (raw)
FOODON_02000414	piece(s) of beef (boneless)
FOODON_02000415	butchery cut of beef (raw)
FOODON_02000416	piece(s) of beef (deboned)
FOODON_02000417	piece(s) of beef (deboned, raw)
FOODON_02000418	piece(s) of beef (mechanically deboned)
FOODON_02000419	piece(s) of beef (mechanically deboned, raw)
FOODON_02000420	piece of beef (mechanically deboned, raw)
FOODON_02000421	piece(s) of beef (frozen)
FOODON_02000422	beef (ground, fresh frozen)
FOODON_02000423	bison retail cut
FOODON_02000424	bison steak
FOODON_02000425	beef (ground, lean)
FOODON_02000426	beef (ground, extra lean)
FOODON_02000427	beef (ground, medium)
FOODON_02000428	beef (ground, regular)
FOODON_02000429	beef (ground, sirloin)
FOODON_02000430	emu full rump (raw)
FOODON_02000431	emu inside drum (raw)
FOODON_02000432	emu outside drum (raw)
FOODON_02000433	ostrich tenderloin
FOODON_02000434	ostrich tenderloin (raw)
FOODON_02000435	chicken carcass (with giblets and neck)
FOODON_02000436	chicken carcass (with giblets and neck, raw)
FOODON_02000437	turkey carcass (with giblets)
FOODON_02000438	turkey carcass (with giblets, raw)
FOODON_02000439	bison sirloin
FOODON_02000440	bison sirloin (raw)
FOODON_02000441	bison top sirloin butt
FOODON_02000442	bison top sirloin butt (raw)
FOODON_02000443	bison top sirloin steak
FOODON_02000444	bison top sirloin steak (raw)
FOODON_02000445	bison round
FOODON_02000446	bison round (raw)
FOODON_02000447	bison top round
FOODON_02000448	bison top round (raw)
FOODON_02000449	bison top round steak
FOODON_02000450	bison top round steak (raw)
FOODON_02000451	bison ribeye steak
FOODON_02000452	bison ribeye steak (raw)
FOODON_02000453	bison chuck
FOODON_02000454	bison chuck (raw)
FOODON_02000455	bison shoulder clod
FOODON_02000456	bison shoulder clod (raw)
FOODON_02000457	buffalo round
FOODON_02000458	buffalo round (raw)
FOODON_02000459	buffalo top round
FOODON_02000460	buffalo top round (raw)
FOODON_02000461	buffalo top round steak
FOODON_02000462	buffalo top round steak (raw)
FOODON_02000463	beef primal cut (raw)
FOODON_02000464	beef sub-primal cut (raw)
FOODON_02000465	beef retail cut (raw)
FOODON_02000466	beef stew meat
FOODON_02000467	beef sirloin steak
FOODON_02000468	beef sirloin steak (raw)
FOODON_02010001	animal substance
FOODON_02010002	animal egg
FOODON_02010003	animal roe
FOODON_02010004	animal egg (raw)
FOODON_02010005	animal egg (shell on)
FOODON_02010006	animal egg (shell on, raw)
FOODON_02010009	animal egg yolk
FOODON_02010010	animal egg yolk (raw)
FOODON_02010011	animal eggshell
FOODON_02010012	animal milk
FOODON_02010013	animal milk (raw)
FOODON_02010014	animal blood
FOODON_02010015	animal blood (raw)
FOODON_02010016	animal fillet
FOODON_02010017	animal fillet (raw)
FOODON_02010019	live animal
FOODON_02010020	animal carcass
FOODON_02010021	animal carcass (raw)
FOODON_02010022	animal processed carcass
FOODON_02010023	animal processed carcass (raw)
FOODON_02010024	animal carcass (raw, skinless)
FOODON_02010025	animal carcass (butchered)
FOODON_02010026	animal carcass (gutted)
FOODON_02010027	piece of animal (raw)
FOODON_02010028	piece of animal (with skin)
FOODON_02010029	piece of animal (skinless)
FOODON_02010030	piece of animal (with skin, raw)
FOODON_02010031	piece of animal (skinless, raw)
FOODON_02010032	animal muscle tissue cut
FOODON_02010033	animal fat
FOODON_02010034	animal external fat
FOODON_02010035	animal seam fat
FOODON_02010036	animal fat (raw)
FOODON_02010037	animal external fat (raw)
FOODON_02010038	animal seam fat (raw)
FOODON_02010039	animal blubber
FOODON_02010042	animal heart
FOODON_02010043	animal brain
FOODON_02010044	animal kidney
FOODON_02010045	animal liver
FOODON_02010046	animal spleen
FOODON_02010047	animal lung
FOODON_02010048	animal gizzard
FOODON_02010049	animal tongue
FOODON_02010050	animal rectum
FOODON_02010051	animal thymus
FOODON_02010052	animal pancreas
FOODON_02010053	animal ovary
FOODON_02010054	animal testicle
FOODON_02010055	animal stomach
FOODON_02010056	animal ear
FOODON_02010057	animal small intestine
FOODON_02010058	animal organ (raw)
FOODON_02010059	animal heart (raw)
FOODON_02010060	animal brain (raw)
FOODON_02010061	animal kidney (raw)
FOODON_02010062	animal liver (raw)
FOODON_02010063	animal spleen (raw)
FOODON_02010064	animal lung (raw)
FOODON_02010065	animal gizzard (raw)
FOODON_02010066	animal tongue (raw)
FOODON_02010067	animal thymus (raw)
FOODON_02010068	animal pancreas (raw)
FOODON_02010069	animal ovary (raw)
FOODON_02010070	animal testicle (raw)
FOODON_02010071	animal stomach (raw)
FOODON_02010072	animal ear (raw)
FOODON_02010073	animal small intestine (raw)
FOODON_02010074	piece of animal organ
FOODON_02010075	piece of animal skin
FOODON_02010076	piece of animal heart
FOODON_02010077	piece of animal brain
FOODON_02010078	piece of animal kidney
FOODON_02010079	piece of animal liver
FOODON_02010080	piece of animal spleen
FOODON_02010081	piece of animal lung
FOODON_02010082	piece of animal gizzard
FOODON_02010083	piece of animal tongue
FOODON_02010084	piece of animal thymus
FOODON_02010085	piece of animal pancreas
FOODON_02010086	piece of animal ovary
FOODON_02010087	piece of animal testicle
FOODON_02010088	piece of animal stomach
FOODON_02010089	piece of animal ear
FOODON_02010090	piece of animal organ (raw)
FOODON_02010091	piece of animal skin (raw)
FOODON_02010093	piece of animal brain (raw)
FOODON_02010094	piece of animal kidney (raw)
FOODON_02010095	piece of animal liver (raw)
FOODON_02010096	piece of animal spleen (raw)
FOODON_02010097	piece of animal lung (raw)
FOODON_02010098	piece of animal gizzard (raw)
FOODON_02010099	piece of animal tongue (raw)
FOODON_02010100	piece of animal thymus (raw)
FOODON_02010101	piece of animal pancreas (raw)
FOODON_02010102	piece of animal ovary (raw)
FOODON_02010103	piece of animal testicle (raw)
FOODON_02010104	piece of animal stomach (raw)
FOODON_02010105	piece of animal ear (raw)
FOODON_02010107	piece of animal meat
FOODON_02010108	piece of animal meat (raw)
FOODON_02010109	piece of animal meat (skinless)
FOODON_02010110	piece of animal meat (skinless, raw)
FOODON_02010111	piece of animal meat (with skin)
FOODON_02010112	piece of animal meat (with skin, raw)
FOODON_02010113	piece of animal meat (boneless)
FOODON_02010114	piece of animal meat (cubed)
FOODON_02010115	piece of animal meat (cubed, raw)
FOODON_02010116	piece of animal meat (with bone)
FOODON_02010117	piece of animal meat (with bone, raw)
FOODON_02010118	piece of animal meat (deboned)
FOODON_02010119	piece of animal meat (mechanically deboned)
FOODON_02010120	piece of animal meat (mechanically deboned, raw)
FOODON_02010121	piece of animal meat (mechanically deboned, with skin, raw)
FOODON_02010122	piece of animal meat (mechanically deboned, skinless, raw)
FOODON_02010123	animal thigh
FOODON_02010124	animal breast
FOODON_02010125	animal drumstick
FOODON_02010126	animal wing
FOODON_02010127	animal foot
FOODON_02010128	animal neck
FOODON_02010129	animal back
FOODON_02010130	animal leg
FOODON_02010131	animal ruminant reticulum
FOODON_02010132	animal rumen
FOODON_02010133	animal oviduct
FOODON_02010134	animal trachea
FOODON_02010135	animal parotid gland
FOODON_02010136	animal sublingual gland
FOODON_02010137	animal tail
FOODON_02010138	animal thigh (raw)
FOODON_02010139	animal breast (raw)
FOODON_02010140	animal drumstick (raw)
FOODON_02010141	animal wing (raw)
FOODON_02010142	animal foot (raw)
FOODON_02010143	animal neck (raw)
FOODON_02010144	animal back (raw)
FOODON_02010145	animal leg (raw)
FOODON_02010146	animal ruminant reticulum (raw)
FOODON_02010147	animal rumen (raw)
FOODON_02010148	animal oviduct (raw)
FOODON_02010149	animal trachea (raw)
FOODON_02010150	animal parotid gland (raw)
FOODON_02010151	animal sublingual gland (raw)
FOODON_02010152	animal tail (raw)
FOODON_02010153	animal thigh (skinless)
FOODON_02010154	animal thigh (skinless, with bone)
FOODON_02010155	animal thigh (with skin)
FOODON_02010156	animal thigh (with skin, with bone)
FOODON_02010157	piece of animal thigh
FOODON_02010158	piece of animal breast
FOODON_02010159	piece of animal drumstick
FOODON_02010160	piece of animal wing
FOODON_02010161	piece of animal neck
FOODON_02010162	piece of animal back
FOODON_02010163	piece of animal leg
FOODON_02010164	piece of animal thigh (raw)
FOODON_02010165	piece of animal breast (raw)
FOODON_02010166	piece of animal drumstick (raw)
FOODON_02010167	piece of animal wing (raw)
FOODON_02010168	piece of animal neck (raw)
FOODON_02010169	piece of animal back (raw)
FOODON_02010170	piece of animal leg (raw)
FOODON_02010171	piece of animal leg (cubed)
FOODON_02010172	piece of animal leg (cubed, raw)
FOODON_02010173	piece of animal leg (with skin)
FOODON_02010174	piece of animal leg (with skin, raw)
FOODON_02010175	piece of animal leg (skinless)
FOODON_02010176	piece of animal leg (skinless, raw)
FOODON_02010177	piece of animal drumstick (with skin)
FOODON_02010178	piece of animal drumstick (with skin, raw)
FOODON_02010179	piece of animal drumstick (skinless)
FOODON_02010180	piece of animal drumstick (skinless, raw)
FOODON_02010181	piece of animal back (skinless)
FOODON_02010182	piece of animal back (skinless, raw)
FOODON_02010183	piece of animal back (with skin)
FOODON_02010184	piece of animal back (with skin, raw)
FOODON_02010185	piece of animal breast (skinless)
FOODON_02010186	piece of animal breast (skinless, raw)
